INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT(m),SPEED(km/h),HDOP,DISTANCE(m),
52543,T,2016/03/31,12:32:00.000,DGPS,44.276499,N,9.397153,E,72.3,0.930,1.27,5.28,
52544,T,2016/03/31,12:32:20.000,DGPS,44.276638,N,9.397300,E,72.0,1.909,1.42,19.41,
52545,T,2016/03/31,12:32:40.000,DGPS,44.276731,N,9.397396,E,71.9,2.340,1.32,12.83,
52546,T,2016/03/31,12:33:00.000,DGPS,44.276760,N,9.397293,E,71.6,0.821,1.32,8.79,
52547,T,2016/03/31,12:33:20.000,DGPS,44.276659,N,9.397375,E,71.4,1.431,1.32,12.96,
52548,T,2016/03/31,12:33:40.000,DGPS,44.275757,N,9.398341,E,71.2,40.806,1.06,126.52,
52549,T,2016/03/31,12:34:00.000,DGPS,44.274316,N,9.402186,E,70.1,74.219,1.06,346.19,
52550,T,2016/03/31,12:34:20.000,DGPS,44.271884,N,9.407492,E,66.7,94.490,0.93,502.51,
52551,T,2016/03/31,12:34:40.000,DGPS,44.269704,N,9.413505,E,63.1,95.860,1.12,537.71,
52552,T,2016/03/31,12:35:00.000,DGPS,44.268729,N,9.419590,E,59.8,86.644,1.00,497.79,
52553,T,2016/03/31,12:35:20.000,DGPS,44.266933,N,9.424873,E,57.9,78.286,0.97,466.70,
52554,T,2016/03/31,12:35:40.000,DGPS,44.264989,N,9.428215,E,59.6,49.573,0.96,343.29,
52555,T,2016/03/31,12:36:00.000,DGPS,44.263793,N,9.429334,E,59.7,12.081,1.00,160.15,
52556,T,2016/03/31,12:36:20.000,DGPS,44.263742,N,9.429376,E,63.1,2.881,0.94,7.46,
52557,T,2016/03/31,12:36:40.000,DGPS,44.263763,N,9.429316,E,68.5,0.917,1.07,7.61,
52558,T,2016/03/31,12:37:00.000,DGPS,44.263804,N,9.429329,E,73.7,0.856,1.07,6.99,
52559,T,2016/03/31,12:37:20.000,DGPS,44.263691,N,9.429296,E,77.0,4.339,1.07,13.29,
52560,T,2016/03/31,12:37:40.000,DGPS,44.262756,N,9.429920,E,94.8,32.722,0.87,116.61,
52561,T,2016/03/31,12:38:00.000,DGPS,44.261045,N,9.432396,E,102.1,63.432,0.93,274.36,
52562,T,2016/03/31,12:38:20.000,DGPS,44.259143,N,9.436917,E,97.0,83.824,1.05,418.36,
52563,T,2016/03/31,12:41:18.000,DGPS,44.242280,N,9.486333,E,85.0,25.973,2.22,4369.00,
52564,T,2016/03/31,12:41:38.000,DGPS,44.242533,N,9.486725,E,77.4,0.786,0.95,42.81,
52565,T,2016/03/31,12:41:58.000,DGPS,44.242546,N,9.486716,E,75.3,0.397,0.93,2.65,
52566,T,2016/03/31,12:42:18.000,DGPS,44.242476,N,9.486765,E,75.3,1.183,0.93,8.67,
52567,T,2016/03/31,12:42:38.000,DGPS,44.242397,N,9.486758,E,75.4,0.864,1.26,8.82,
52568,T,2016/03/31,12:42:58.000,DGPS,44.242320,N,9.487483,E,75.6,21.235,1.50,58.56,
52569,T,2016/03/31,12:43:18.000,DGPS,44.241525,N,9.489692,E,75.7,42.737,0.95,197.31,
52570,T,2016/03/31,12:47:39.000,DGPS,44.217336,N,9.519123,E,57.9,2.744,2.44,3571.30,
52571,T,2016/03/31,12:47:59.000,DGPS,44.217311,N,9.519092,E,62.7,1.278,1.12,6.10,
52572,T,2016/03/31,12:48:19.000,DGPS,44.217401,N,9.519099,E,72.2,0.688,1.26,13.77,
52573,T,2016/03/31,12:48:39.000,DGPS,44.217423,N,9.519115,E,70.7,0.571,1.52,3.09,
52574,T,2016/03/31,12:48:59.000,DGPS,44.217430,N,9.519152,E,65.0,0.307,2.03,6.54,
52575,T,2016/03/31,12:49:19.000,DGPS,44.217462,N,9.519108,E,72.1,1.893,1.41,8.71,
52576,T,2016/03/31,12:49:39.000,DGPS,44.217435,N,9.519072,E,77.6,0.560,1.07,6.93,
52577,T,2016/03/31,12:49:59.000,DGPS,44.217308,N,9.519105,E,84.8,0.767,1.66,16.03,
52578,T,2016/03/31,12:50:19.000,DGPS,44.217271,N,9.519124,E,86.3,0.709,1.23,4.62,
52579,T,2016/03/31,12:50:39.000,DGPS,44.217340,N,9.519038,E,88.3,1.428,1.26,10.44,
52580,T,2016/03/31,12:50:59.000,DGPS,44.217365,N,9.519072,E,90.3,0.806,1.62,4.40,
52581,T,2016/03/31,12:51:19.000,DGPS,44.217322,N,9.519039,E,90.9,0.585,1.27,5.51,
52582,T,2016/03/31,12:51:39.000,DGPS,44.217238,N,9.519124,E,90.6,0.241,1.49,11.60,
52583,T,2016/03/31,12:51:59.000,DGPS,44.217261,N,9.519081,E,89.5,0.477,1.02,4.39,
52584,T,2016/03/31,12:52:19.000,DGPS,44.217360,N,9.519030,E,89.3,0.404,0.93,11.79,
52585,T,2016/03/31,12:52:39.000,DGPS,44.217352,N,9.519028,E,89.2,0.078,0.93,0.95,
52586,T,2016/03/31,12:52:59.000,DGPS,44.217363,N,9.519005,E,88.3,0.577,0.93,2.41,
52587,T,2016/03/31,12:53:19.000,DGPS,44.217338,N,9.518963,E,87.0,0.683,1.02,4.52,
52588,T,2016/03/31,12:53:39.000,DGPS,44.217314,N,9.518955,E,87.0,0.907,0.93,2.81,
52589,T,2016/03/31,12:53:59.000,DGPS,44.217331,N,9.518975,E,86.9,0.748,0.93,2.51,
52590,T,2016/03/31,12:54:19.000,DGPS,44.217302,N,9.518976,E,88.0,0.580,0.93,3.38,
52591,T,2016/03/31,12:54:39.000,DGPS,44.217309,N,9.518967,E,87.9,0.751,0.93,1.05,
52592,T,2016/03/31,12:54:59.000,DGPS,44.217260,N,9.518936,E,88.0,0.431,0.93,6.00,
52593,T,2016/03/31,12:55:19.000,DGPS,44.217229,N,9.518961,E,88.8,1.343,0.99,4.04,
52594,T,2016/03/31,12:55:39.000,DGPS,44.217223,N,9.519000,E,86.8,0.747,1.07,3.79,
52595,T,2016/03/31,12:55:59.000,DGPS,44.217267,N,9.519040,E,81.8,0.553,1.07,7.62,
52596,T,2016/03/31,12:56:19.000,DGPS,44.216954,N,9.519433,E,80.7,24.350,1.07,46.81,
52597,T,2016/03/31,12:56:39.000,DGPS,44.215346,N,9.521323,E,75.6,48.053,1.13,234.02,
52599,T,2016/03/31,13:00:00.000,DGPS,44.201695,N,9.555503,E,87.2,10.835,2.32,317.84,
52600,T,2016/03/31,13:00:20.000,DGPS,44.201436,N,9.555384,E,84.2,1.880,1.13,30.43,
52601,T,2016/03/31,13:00:40.000,DGPS,44.201486,N,9.555469,E,81.6,0.201,1.13,9.09,
52602,T,2016/03/31,13:01:00.000,DGPS,44.201522,N,9.555477,E,81.4,1.453,1.13,4.10,
52603,T,2016/03/31,13:01:20.000,DGPS,44.200581,N,9.556068,E,79.3,34.390,1.51,114.77,
52604,T,2016/03/31,13:03:30.000,DGPS,44.184895,N,9.582497,E,68.6,19.310,1.20,2739.06,
52605,T,2016/03/31,13:03:50.000,DGPS,44.184929,N,9.582577,E,69.4,0.679,1.00,7.51,
52606,T,2016/03/31,13:04:10.000,DGPS,44.184839,N,9.582716,E,65.8,4.054,0.93,15.42,
52607,T,2016/03/31,13:04:30.000,DGPS,44.184820,N,9.582958,E,66.3,0.704,0.94,19.46,
52608,T,2016/03/31,13:04:50.000,DGPS,44.184905,N,9.583087,E,62.9,2.048,1.02,14.38,
52609,T,2016/03/31,13:05:10.000,DGPS,44.185005,N,9.583149,E,63.4,1.718,0.93,12.26,
52610,T,2016/03/31,13:05:30.000,DGPS,44.185162,N,9.582953,E,65.4,3.337,0.93,23.48,
52611,T,2016/03/31,13:05:50.000,DGPS,44.185164,N,9.582855,E,66.4,0.209,0.93,7.90,
52612,T,2016/03/31,13:06:10.000,DGPS,44.185169,N,9.582856,E,67.1,0.581,1.03,0.89,
52613,T,2016/03/31,13:06:30.000,DGPS,44.185143,N,9.582769,E,61.9,0.794,0.93,9.18,
52614,T,2016/03/31,13:06:50.000,DGPS,44.185068,N,9.582645,E,57.0,1.772,0.93,13.84,
52615,T,2016/03/31,13:07:10.000,DGPS,44.185023,N,9.582493,E,56.9,1.252,1.02,13.12,
52616,T,2016/03/31,13:07:30.000,DGPS,44.184993,N,9.582383,E,56.6,1.644,0.93,9.43,
52617,T,2016/03/31,13:07:50.000,DGPS,44.184930,N,9.582339,E,56.1,0.684,0.93,7.82,
52618,T,2016/03/31,13:08:10.000,DGPS,44.184896,N,9.582339,E,54.9,3.196,0.93,4.06,
52619,T,2016/03/31,13:08:30.000,DGPS,44.184854,N,9.582294,E,52.3,1.053,0.93,6.33,
52620,T,2016/03/31,13:08:50.000,DGPS,44.184820,N,9.582261,E,52.1,0.518,1.10,4.71,
52621,T,2016/03/31,13:09:10.000,DGPS,44.184769,N,9.582203,E,51.0,0.083,1.02,7.38,
52622,T,2016/03/31,13:09:30.000,DGPS,44.184772,N,9.582196,E,50.9,0.503,1.02,0.67,
52623,T,2016/03/31,13:09:50.000,DGPS,44.184757,N,9.582189,E,51.1,0.595,0.98,1.79,
52624,T,2016/03/31,13:10:10.000,DGPS,44.184720,N,9.582126,E,51.4,1.039,1.02,6.56,
52625,T,2016/03/31,13:10:30.000,DGPS,44.184704,N,9.582118,E,53.0,0.296,1.19,2.43,
52626,T,2016/03/31,13:10:50.000,DGPS,44.184626,N,9.581975,E,53.0,5.830,0.94,14.37,
52627,T,2016/03/31,13:11:10.000,DGPS,44.184585,N,9.581837,E,52.3,2.604,0.94,11.93,
52628,T,2016/03/31,13:11:30.000,DGPS,44.184512,N,9.581730,E,50.5,0.966,0.98,11.93,
52629,T,2016/03/31,13:11:50.000,DGPS,44.184470,N,9.581674,E,49.3,2.407,1.01,6.61,
52630,T,2016/03/31,13:12:10.000,DGPS,44.184404,N,9.581616,E,46.8,0.170,1.01,9.01,
52631,T,2016/03/31,13:12:30.000,DGPS,44.184367,N,9.581560,E,46.9,2.209,1.08,6.06,
52632,T,2016/03/31,13:12:50.000,DGPS,44.184356,N,9.581552,E,47.4,0.215,1.09,1.41,
52633,T,2016/03/31,13:13:10.000,DGPS,44.184305,N,9.581473,E,45.7,0.373,1.09,8.69,
52634,T,2016/03/31,13:13:30.000,DGPS,44.184291,N,9.581447,E,44.1,0.570,0.94,3.06,
52635,T,2016/03/31,13:13:50.000,DGPS,44.184239,N,9.581379,E,45.2,0.693,0.98,7.96,
52636,T,2016/03/31,13:14:10.000,DGPS,44.184187,N,9.581353,E,46.4,1.789,1.36,6.31,
52637,T,2016/03/31,13:14:30.000,DGPS,44.184153,N,9.581468,E,47.7,2.752,1.12,10.05,
52638,T,2016/03/31,13:14:50.000,DGPS,44.184106,N,9.581520,E,50.4,1.125,1.02,7.21,
52639,T,2016/03/31,13:15:10.000,DGPS,44.184067,N,9.581557,E,50.7,1.287,0.98,5.31,
52640,T,2016/03/31,13:15:30.000,DGPS,44.184042,N,9.581614,E,52.3,3.033,1.12,5.62,
52641,T,2016/03/31,13:15:50.000,DGPS,44.183812,N,9.581704,E,56.0,4.789,1.03,26.80,
52642,T,2016/03/31,13:16:10.000,DGPS,44.183588,N,9.581763,E,54.7,4.783,1.02,25.30,
52643,T,2016/03/31,13:16:30.000,DGPS,44.183471,N,9.582032,E,55.8,4.139,0.94,25.17,
52644,T,2016/03/31,13:16:50.000,DGPS,44.183385,N,9.582327,E,55.2,3.827,0.94,25.44,
52645,T,2016/03/31,13:17:10.000,DGPS,44.183310,N,9.582551,E,57.0,5.176,0.98,19.88,
52646,T,2016/03/31,13:17:30.000,DGPS,44.183223,N,9.582802,E,58.1,0.983,0.98,22.25,
52647,T,2016/03/31,13:17:50.000,DGPS,44.183184,N,9.582807,E,62.2,0.478,0.98,6.00,
52648,T,2016/03/31,13:18:10.000,DGPS,44.183178,N,9.582876,E,59.5,0.033,1.17,6.18,
52649,T,2016/03/31,13:18:30.000,DGPS,44.183179,N,9.582878,E,59.5,0.010,1.17,0.17,
52650,T,2016/03/31,13:18:50.000,DGPS,44.183178,N,9.582879,E,59.5,0.057,1.17,0.08,
52651,T,2016/03/31,13:19:10.000,DGPS,44.183178,N,9.582880,E,59.4,0.015,1.07,0.12,
52652,T,2016/03/31,13:19:30.000,DGPS,44.183179,N,9.582882,E,59.4,0.019,1.17,0.13,
52653,T,2016/03/31,13:19:50.000,DGPS,44.183179,N,9.582884,E,59.4,0.008,1.17,0.14,
52654,T,2016/03/31,13:20:10.000,DGPS,44.183179,N,9.582886,E,59.5,0.018,1.17,0.16,
52655,T,2016/03/31,13:20:30.000,DGPS,44.183179,N,9.582887,E,59.5,0.035,1.17,0.13,
52656,T,2016/03/31,13:20:50.000,DGPS,44.183179,N,9.582888,E,59.5,0.039,1.16,0.07,
52657,T,2016/03/31,13:21:10.000,DGPS,44.183180,N,9.582889,E,59.6,0.012,0.99,0.11,
52658,T,2016/03/31,13:21:30.000,DGPS,44.183180,N,9.582890,E,59.7,0.010,1.16,0.12,
52659,T,2016/03/31,13:21:50.000,DGPS,44.183180,N,9.582890,E,59.7,0.007,0.97,0.04,
52660,T,2016/03/31,13:22:10.000,DGPS,44.183181,N,9.582891,E,59.7,0.007,1.16,0.08,
52661,T,2016/03/31,13:22:30.000,DGPS,44.183181,N,9.582891,E,59.6,0.017,1.16,0.06,
52662,T,2016/03/31,13:22:50.000,DGPS,44.183181,N,9.582892,E,59.6,0.053,1.16,0.05,
52663,T,2016/03/31,13:23:10.000,DGPS,44.183182,N,9.582891,E,59.5,0.005,1.16,0.12,
52664,T,2016/03/31,13:23:30.000,DGPS,44.183182,N,9.582891,E,59.4,0.015,1.16,0.17,
52665,T,2016/03/31,13:23:50.000,DGPS,44.183183,N,9.582891,E,59.3,0.016,1.16,0.13,
52666,T,2016/03/31,13:24:10.000,DGPS,44.183184,N,9.582892,E,59.2,0.021,1.16,0.10,
52667,T,2016/03/31,13:24:30.000,DGPS,44.183184,N,9.582893,E,59.2,0.008,1.16,0.07,
52668,T,2016/03/31,13:24:50.000,DGPS,44.183184,N,9.582893,E,59.1,0.024,1.16,0.05,
52669,T,2016/03/31,13:25:10.000,DGPS,44.183184,N,9.582893,E,59.0,0.182,1.26,0.10,
52670,T,2016/03/31,13:25:30.000,DGPS,44.183185,N,9.582893,E,58.9,0.031,1.26,0.10,
52671,T,2016/03/31,13:25:50.000,DGPS,44.183185,N,9.582893,E,58.9,0.010,1.14,0.07,
52672,T,2016/03/31,13:26:10.000,DGPS,44.183190,N,9.582892,E,58.9,0.012,1.25,0.59,
52673,T,2016/03/31,13:26:30.000,DGPS,44.183191,N,9.582892,E,58.9,0.020,1.16,0.18,
52674,T,2016/03/31,13:26:50.000,DGPS,44.183193,N,9.582892,E,58.8,0.038,1.16,0.15,
52675,T,2016/03/31,13:27:10.000,DGPS,44.183193,N,9.582893,E,58.8,0.012,1.19,0.06,
52676,T,2016/03/31,13:27:30.000,DGPS,44.183193,N,9.582893,E,58.8,0.021,1.19,0.07,
52677,T,2016/03/31,13:27:50.000,DGPS,44.183193,N,9.582893,E,58.7,0.010,0.97,0.06,
52678,T,2016/03/31,13:28:10.000,DGPS,44.183193,N,9.582892,E,58.7,0.017,1.19,0.06,
52679,T,2016/03/31,13:28:30.000,DGPS,44.183194,N,9.582891,E,58.6,0.057,1.19,0.08,
52680,T,2016/03/31,13:28:50.000,DGPS,44.183194,N,9.582890,E,58.6,0.066,1.55,0.10,
52681,T,2016/03/31,13:29:10.000,DGPS,44.183195,N,9.582890,E,58.6,0.034,1.19,0.09,
52682,T,2016/03/31,13:29:30.000,DGPS,44.183195,N,9.582889,E,58.6,0.029,1.19,0.05,
52683,T,2016/03/31,13:29:50.000,DGPS,44.183196,N,9.582889,E,58.6,0.032,1.15,0.09,
52684,T,2016/03/31,13:30:10.000,DGPS,44.183196,N,9.582890,E,58.7,0.034,0.99,0.08,
52685,T,2016/03/31,13:30:30.000,DGPS,44.183197,N,9.582890,E,58.7,0.024,0.99,0.10,
52686,T,2016/03/31,13:30:50.000,DGPS,44.183197,N,9.582891,E,58.8,0.059,0.99,0.09,
52687,T,2016/03/31,13:31:10.000,DGPS,44.183197,N,9.582891,E,58.9,0.016,1.16,0.09,
52688,T,2016/03/31,13:31:30.000,DGPS,44.183196,N,9.582892,E,59.0,0.030,1.15,0.16,
52689,T,2016/03/31,13:31:50.000,DGPS,44.183195,N,9.582892,E,59.2,0.036,1.19,0.20,
52690,T,2016/03/31,13:32:10.000,DGPS,44.183194,N,9.582893,E,59.3,0.030,1.15,0.17,
52691,T,2016/03/31,13:32:30.000,DGPS,44.183194,N,9.582894,E,59.4,0.018,1.00,0.14,
52692,T,2016/03/31,13:32:50.000,DGPS,44.183193,N,9.582895,E,59.5,0.025,1.15,0.10,
52693,T,2016/03/31,13:33:10.000,DGPS,44.183193,N,9.582895,E,59.5,0.016,1.09,0.06,
52694,T,2016/03/31,13:33:30.000,DGPS,44.183192,N,9.582896,E,59.6,0.009,0.97,0.16,
52695,T,2016/03/31,13:33:50.000,DGPS,44.183189,N,9.582897,E,59.6,0.053,1.09,0.30,
52696,T,2016/03/31,13:34:10.000,DGPS,44.183189,N,9.582898,E,59.6,0.024,1.20,0.10,
52697,T,2016/03/31,13:34:30.000,DGPS,44.183188,N,9.582898,E,59.6,0.069,1.16,0.03,
52698,T,2016/03/31,13:34:50.000,DGPS,44.183189,N,9.582898,E,59.7,0.025,1.20,0.04,
52699,T,2016/03/31,13:35:10.000,DGPS,44.183189,N,9.582897,E,59.7,0.040,1.20,0.08,
52700,T,2016/03/31,13:35:30.000,DGPS,44.183189,N,9.582896,E,59.7,0.042,1.20,0.10,
52701,T,2016/03/31,13:35:50.000,DGPS,44.183189,N,9.582896,E,59.6,0.129,1.00,0.03,
52702,T,2016/03/31,13:36:10.000,DGPS,44.183190,N,9.582896,E,59.6,0.054,0.99,0.04,
52703,T,2016/03/31,13:36:30.000,DGPS,44.183190,N,9.582896,E,59.5,0.031,0.99,0.08,
52704,T,2016/03/31,13:36:50.000,DGPS,44.183191,N,9.582896,E,59.5,0.021,1.55,0.09,
52705,T,2016/03/31,13:37:10.000,DGPS,44.183191,N,9.582896,E,59.5,0.031,1.17,0.06,
52706,T,2016/03/31,13:37:30.000,DGPS,44.183192,N,9.582897,E,59.5,0.013,1.14,0.07,
52707,T,2016/03/31,13:37:50.000,DGPS,44.183192,N,9.582897,E,59.5,0.030,1.17,0.05,
52708,T,2016/03/31,13:38:10.000,DGPS,44.183192,N,9.582897,E,59.4,0.031,1.17,0.03,
52709,T,2016/03/31,13:38:30.000,DGPS,44.183192,N,9.582897,E,59.4,0.016,1.23,0.06,
52710,T,2016/03/31,13:38:50.000,DGPS,44.183191,N,9.582898,E,59.4,0.024,1.17,0.06,
52711,T,2016/03/31,13:39:10.000,DGPS,44.183191,N,9.582898,E,59.4,0.005,0.99,0.05,
52712,T,2016/03/31,13:39:30.000,DGPS,44.183190,N,9.582897,E,59.4,0.013,1.17,0.05,
52713,T,2016/03/31,13:39:50.000,DGPS,44.183190,N,9.582897,E,59.4,0.040,1.17,0.03,
52714,T,2016/03/31,13:40:10.000,DGPS,44.183190,N,9.582897,E,59.4,0.010,1.00,0.01,
52715,T,2016/03/31,13:40:30.000,DGPS,44.183190,N,9.582897,E,59.4,0.032,1.54,0.04,
52716,T,2016/03/31,13:40:50.000,DGPS,44.183190,N,9.582898,E,59.4,0.024,1.54,0.05,
52717,T,2016/03/31,13:41:10.000,DGPS,44.183189,N,9.582897,E,59.4,0.038,1.21,0.05,
52718,T,2016/03/31,13:41:30.000,DGPS,44.183189,N,9.582896,E,59.5,0.009,1.21,0.08,
52719,T,2016/03/31,13:41:50.000,DGPS,44.183189,N,9.582896,E,59.5,0.029,1.21,0.06,
52720,T,2016/03/31,13:42:10.000,DGPS,44.183189,N,9.582896,E,59.5,0.031,1.21,0.02,
52721,T,2016/03/31,13:42:30.000,DGPS,44.183189,N,9.582896,E,59.4,0.021,1.37,0.05,
52722,T,2016/03/31,13:42:50.000,DGPS,44.183190,N,9.582896,E,59.4,0.048,1.08,0.09,
52723,T,2016/03/31,13:43:10.000,DGPS,44.183190,N,9.582895,E,59.3,0.041,1.08,0.09,
52724,T,2016/03/31,13:43:30.000,DGPS,44.183189,N,9.582895,E,59.2,0.026,1.08,0.10,
52725,T,2016/03/31,13:43:50.000,DGPS,44.183189,N,9.582894,E,59.2,0.023,1.08,0.08,
52726,T,2016/03/31,13:44:10.000,DGPS,44.183188,N,9.582894,E,59.2,0.016,1.08,0.07,
52727,T,2016/03/31,13:44:30.000,DGPS,44.183188,N,9.582894,E,59.1,0.043,1.23,0.04,
52728,T,2016/03/31,13:44:50.000,DGPS,44.183187,N,9.582893,E,59.1,0.025,1.19,0.12,
52729,T,2016/03/31,13:45:10.000,DGPS,44.183185,N,9.582894,E,59.0,0.035,1.19,0.21,
52730,T,2016/03/31,13:45:30.000,DGPS,44.183184,N,9.582895,E,58.9,0.017,1.18,0.13,
52731,T,2016/03/31,13:45:50.000,DGPS,44.183184,N,9.582896,E,58.8,0.100,1.18,0.14,
52732,T,2016/03/31,13:46:10.000,DGPS,44.183182,N,9.582898,E,59.0,0.082,1.12,0.33,
52733,T,2016/03/31,13:46:30.000,DGPS,44.183183,N,9.582902,E,59.1,0.147,1.63,0.36,
52734,T,2016/03/31,13:46:50.000,DGPS,44.183187,N,9.582906,E,59.2,0.138,1.05,0.48,
52735,T,2016/03/31,13:47:10.000,DGPS,44.183191,N,9.582908,E,59.3,0.170,1.23,0.51,
52736,T,2016/03/31,13:47:30.000,DGPS,44.183194,N,9.582911,E,59.4,0.052,1.05,0.41,
52737,T,2016/03/31,13:47:50.000,DGPS,44.183193,N,9.582912,E,59.5,0.047,0.99,0.15,
52738,T,2016/03/31,13:48:10.000,DGPS,44.183192,N,9.582912,E,59.5,0.031,1.23,0.09,
52739,T,2016/03/31,13:48:30.000,DGPS,44.183191,N,9.582914,E,59.7,0.071,1.23,0.27,
52740,T,2016/03/31,13:48:50.000,DGPS,44.183190,N,9.582915,E,59.9,0.012,1.23,0.20,
52741,T,2016/03/31,13:49:10.000,DGPS,44.183190,N,9.582916,E,60.0,0.027,1.24,0.18,
52742,T,2016/03/31,13:49:30.000,DGPS,44.183190,N,9.582917,E,60.1,0.030,1.23,0.11,
52743,T,2016/03/31,13:49:50.000,DGPS,44.183189,N,9.582919,E,60.1,0.021,0.99,0.14,
52744,T,2016/03/31,13:50:10.000,DGPS,44.183189,N,9.582920,E,60.1,0.029,1.23,0.12,
52745,T,2016/03/31,13:50:30.000,DGPS,44.183189,N,9.582922,E,60.1,0.033,1.24,0.14,
52746,T,2016/03/31,13:50:50.000,DGPS,44.183189,N,9.582924,E,60.1,0.041,1.24,0.16,
52747,T,2016/03/31,13:51:10.000,DGPS,44.183188,N,9.582925,E,60.1,0.029,1.23,0.12,
52748,T,2016/03/31,13:51:30.000,DGPS,44.183187,N,9.582926,E,60.1,0.035,0.99,0.16,
52749,T,2016/03/31,13:51:50.000,DGPS,44.183186,N,9.582927,E,60.2,0.008,1.32,0.14,
52750,T,2016/03/31,13:52:10.000,DGPS,44.183185,N,9.582928,E,60.3,0.016,1.24,0.14,
52751,T,2016/03/31,13:52:30.000,DGPS,44.183184,N,9.582928,E,60.3,0.015,1.24,0.15,
52752,T,2016/03/31,13:52:50.000,DGPS,44.183183,N,9.582928,E,60.4,0.030,1.24,0.15,
52753,T,2016/03/31,13:53:10.000,DGPS,44.183182,N,9.582927,E,60.5,0.112,1.43,0.12,
52754,T,2016/03/31,13:53:30.000,DGPS,44.183179,N,9.582926,E,60.7,0.016,1.24,0.45,
52755,T,2016/03/31,13:53:50.000,DGPS,44.183172,N,9.582925,E,60.9,0.060,1.24,0.79,
52756,T,2016/03/31,13:54:10.000,DGPS,44.183169,N,9.582925,E,60.9,0.074,1.33,0.31,
52757,T,2016/03/31,13:54:30.000,DGPS,44.183167,N,9.582925,E,61.0,0.018,1.23,0.26,
52758,T,2016/03/31,13:54:50.000,DGPS,44.183166,N,9.582924,E,61.1,0.007,1.23,0.20,
52759,T,2016/03/31,13:55:10.000,DGPS,44.183165,N,9.582924,E,61.3,0.044,1.23,0.18,
52760,T,2016/03/31,13:55:30.000,DGPS,44.183165,N,9.582923,E,61.4,0.032,1.23,0.14,
52761,T,2016/03/31,13:55:50.000,DGPS,44.183164,N,9.582923,E,61.5,0.018,1.23,0.14,
52762,T,2016/03/31,13:56:10.000,DGPS,44.183163,N,9.582923,E,61.6,0.020,1.23,0.16,
52763,T,2016/03/31,13:56:30.000,DGPS,44.183161,N,9.582923,E,61.7,0.054,1.00,0.15,
52764,T,2016/03/31,13:56:50.000,DGPS,44.183160,N,9.582923,E,61.8,0.017,1.23,0.14,
52765,T,2016/03/31,13:57:10.000,DGPS,44.183159,N,9.582923,E,61.8,0.046,1.23,0.13,
52766,T,2016/03/31,13:57:30.000,DGPS,44.183159,N,9.582923,E,61.9,0.031,1.23,0.11,
52767,T,2016/03/31,13:57:50.000,DGPS,44.183158,N,9.582924,E,62.0,0.018,1.23,0.14,
52768,T,2016/03/31,13:58:10.000,DGPS,44.183157,N,9.582924,E,62.1,0.042,1.23,0.12,
52769,T,2016/03/31,13:58:30.000,DGPS,44.183157,N,9.582925,E,62.2,0.037,1.23,0.12,
52770,T,2016/03/31,13:58:50.000,DGPS,44.183157,N,9.582925,E,62.2,0.004,1.05,0.10,
52771,T,2016/03/31,13:59:10.000,DGPS,44.183158,N,9.582925,E,62.3,0.016,1.05,0.06,
52772,T,2016/03/31,13:59:30.000,DGPS,44.183158,N,9.582926,E,62.3,0.040,1.23,0.06,
52773,T,2016/03/31,13:59:50.000,DGPS,44.183159,N,9.582928,E,62.4,0.117,1.03,0.20,
52774,T,2016/03/31,14:00:10.000,DGPS,44.183160,N,9.582929,E,62.4,0.102,1.03,0.14,
52775,T,2016/03/31,14:00:30.000,DGPS,44.183160,N,9.582930,E,62.5,0.033,1.23,0.12,
52776,T,2016/03/31,14:00:50.000,DGPS,44.183161,N,9.582930,E,62.6,0.038,1.04,0.11,
52777,T,2016/03/31,14:01:10.000,DGPS,44.183161,N,9.582931,E,62.7,0.028,1.02,0.11,
52778,T,2016/03/31,14:01:30.000,DGPS,44.183162,N,9.582932,E,62.8,0.068,1.02,0.15,
52779,T,2016/03/31,14:01:50.000,DGPS,44.183163,N,9.582933,E,62.9,0.034,1.23,0.20,
52780,T,2016/03/31,14:02:10.000,DGPS,44.183164,N,9.582935,E,63.1,0.068,1.23,0.27,
52781,T,2016/03/31,14:02:30.000,DGPS,44.183195,N,9.582938,E,64.6,1.892,1.00,3.78,
52782,T,2016/03/31,14:02:50.000,DGPS,44.183128,N,9.582803,E,68.0,4.434,0.95,13.60,
52783,T,2016/03/31,14:03:10.000,DGPS,44.182955,N,9.583014,E,65.5,4.220,0.95,25.77,
52784,T,2016/03/31,14:03:30.000,DGPS,44.182784,N,9.583248,E,63.6,3.994,0.95,26.75,
52785,T,2016/03/31,14:03:50.000,DGPS,44.182658,N,9.583061,E,66.7,4.983,0.95,20.68,
52786,T,2016/03/31,14:04:10.000,DGPS,44.182559,N,9.582885,E,63.6,3.467,0.95,18.12,
52787,T,2016/03/31,14:04:30.000,DGPS,44.182470,N,9.582696,E,57.5,0.113,0.95,19.07,
52788,T,2016/03/31,14:04:50.000,DGPS,44.182445,N,9.582688,E,56.4,1.084,1.16,3.06,
52789,T,2016/03/31,14:05:10.000,DGPS,44.182451,N,9.582686,E,54.2,0.022,1.30,2.27,
52790,T,2016/03/31,14:05:30.000,DGPS,44.182452,N,9.582687,E,54.2,0.051,0.97,0.11,
52791,T,2016/03/31,14:05:50.000,DGPS,44.182452,N,9.582687,E,54.2,0.035,1.30,0.02,
