INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT(m),SPEED(km/h),HDOP,DISTANCE(m),
46088,T,2016/03/26,15:28:03.000,SPS,44.181913,N,9.583883,E,43.7,0.033,1.10,827533.05,
46089,T,2016/03/26,15:28:23.000,SPS,44.181896,N,9.583871,E,49.1,0.006,1.10,5.72,
46090,T,2016/03/26,15:28:43.000,SPS,44.181906,N,9.583868,E,49.4,0.075,1.01,1.09,
46091,T,2016/03/26,15:29:03.000,SPS,44.181906,N,9.583867,E,49.4,0.055,1.06,0.12,
46092,T,2016/03/26,15:29:23.000,SPS,44.181861,N,9.583871,E,49.4,3.627,1.01,5.05,
46093,T,2016/03/26,15:29:43.000,SPS,44.181790,N,9.583862,E,47.8,0.020,1.01,8.06,
46094,T,2016/03/26,15:30:03.000,SPS,44.181813,N,9.583828,E,46.8,2.719,1.06,3.82,
46095,T,2016/03/26,15:30:23.000,SPS,44.181957,N,9.583784,E,45.0,4.183,1.01,16.45,
46096,T,2016/03/26,15:30:43.000,SPS,44.182105,N,9.583676,E,44.3,3.867,1.01,18.57,
46097,T,2016/03/26,15:31:03.000,SPS,44.182099,N,9.583640,E,44.4,5.160,1.01,3.01,
46098,T,2016/03/26,15:31:23.000,SPS,44.182103,N,9.583444,E,42.8,3.801,1.01,15.71,
46099,T,2016/03/26,15:31:43.000,SPS,44.182078,N,9.583338,E,43.1,0.284,1.01,8.90,
46100,T,2016/03/26,15:32:03.000,SPS,44.182092,N,9.583333,E,43.5,0.281,1.06,1.67,
46101,T,2016/03/26,15:32:23.000,SPS,44.182045,N,9.583264,E,43.5,0.116,1.06,7.59,
46102,T,2016/03/26,15:32:43.000,SPS,44.182042,N,9.583264,E,43.5,0.052,0.92,0.38,
46103,T,2016/03/26,15:33:03.000,SPS,44.182019,N,9.583230,E,43.7,0.049,1.10,3.75,
46104,T,2016/03/26,15:33:23.000,SPS,44.181996,N,9.583214,E,43.0,0.219,1.54,2.94,
46105,T,2016/03/26,15:33:43.000,SPS,44.181990,N,9.583213,E,42.9,0.788,1.00,0.69,
46106,T,2016/03/26,15:34:03.000,SPS,44.181989,N,9.583208,E,42.8,0.039,1.06,0.36,
46107,T,2016/03/26,15:34:23.000,SPS,44.181989,N,9.583209,E,42.9,1.770,1.00,0.08,
46108,T,2016/03/26,15:34:43.000,DGPS,44.181987,N,9.583210,E,42.2,0.052,1.09,0.74,
46109,T,2016/03/26,15:35:03.000,DGPS,44.181999,N,9.583210,E,42.0,0.041,2.08,1.37,
46110,T,2016/03/26,15:35:23.000,DGPS,44.181996,N,9.583226,E,40.5,0.017,1.18,2.01,
46111,T,2016/03/26,15:35:43.000,DGPS,44.181997,N,9.583226,E,40.5,0.057,2.09,0.09,
46112,T,2016/03/26,15:36:03.000,DGPS,44.181997,N,9.583227,E,40.4,0.036,2.09,0.08,
46113,T,2016/03/26,15:36:23.000,DGPS,44.181999,N,9.583231,E,40.4,0.191,0.92,0.34,
46114,T,2016/03/26,15:36:43.000,DGPS,44.182002,N,9.583236,E,40.5,0.027,0.93,0.51,
46115,T,2016/03/26,15:37:03.000,DGPS,44.182022,N,9.583353,E,41.6,1.849,0.89,9.75,
46116,T,2016/03/26,15:37:23.000,DGPS,44.182056,N,9.583523,E,43.7,1.956,1.11,14.25,
46117,T,2016/03/26,15:37:43.000,DGPS,44.182115,N,9.583630,E,46.2,3.532,1.53,11.05,
46118,T,2016/03/26,15:38:03.000,DGPS,44.182046,N,9.583750,E,47.4,3.049,1.00,12.30,
46119,T,2016/03/26,15:38:23.000,DGPS,44.181921,N,9.583864,E,44.9,2.984,1.53,16.86,
46120,T,2016/03/26,15:38:43.000,DGPS,44.181836,N,9.583864,E,50.3,1.371,1.00,10.83,
46121,T,2016/03/26,15:39:03.000,DGPS,44.181793,N,9.583926,E,53.8,0.894,1.00,7.75,
46122,T,2016/03/26,15:39:23.000,DGPS,44.181726,N,9.584029,E,56.1,3.721,1.00,11.28,
46123,T,2016/03/26,15:39:43.000,DGPS,44.181579,N,9.584091,E,58.1,1.146,1.00,17.20,
46124,T,2016/03/26,15:40:03.000,DGPS,44.181476,N,9.584144,E,58.0,3.738,1.00,12.15,
46125,T,2016/03/26,15:40:23.000,DGPS,44.181213,N,9.584341,E,54.3,2.108,1.53,33.46,
46126,T,2016/03/26,15:40:43.000,DGPS,44.181075,N,9.584394,E,51.7,4.542,1.53,16.05,
46127,T,2016/03/26,15:41:03.000,DGPS,44.180877,N,9.584484,E,50.9,4.027,1.05,23.20,
46128,T,2016/03/26,15:41:23.000,DGPS,44.180706,N,9.584580,E,55.2,3.072,1.52,20.93,
46129,T,2016/03/26,15:41:43.000,DGPS,44.180521,N,9.584645,E,55.9,3.448,1.52,21.26,
46130,T,2016/03/26,15:42:03.000,DGPS,44.180340,N,9.584745,E,56.7,4.060,1.52,21.62,
46131,T,2016/03/26,15:42:23.000,DGPS,44.180154,N,9.584846,E,57.9,3.338,1.52,22.20,
46132,T,2016/03/26,15:42:43.000,DGPS,44.180019,N,9.584939,E,55.6,1.374,1.12,16.94,
46133,T,2016/03/26,15:43:03.000,DGPS,44.180063,N,9.584996,E,53.5,0.198,1.09,6.97,
46134,T,2016/03/26,15:43:23.000,DGPS,44.180052,N,9.584978,E,53.6,0.260,1.09,1.79,
46135,T,2016/03/26,15:43:43.000,DGPS,44.180052,N,9.584979,E,53.5,0.022,1.04,0.13,
46136,T,2016/03/26,15:44:03.000,DGPS,44.180052,N,9.584979,E,53.5,0.048,1.04,0.02,
46137,T,2016/03/26,15:44:23.000,DGPS,44.180052,N,9.584979,E,53.5,0.040,1.12,0.05,
46138,T,2016/03/26,15:44:43.000,DGPS,44.180053,N,9.584978,E,53.5,0.051,1.12,0.08,
46139,T,2016/03/26,15:45:03.000,DGPS,44.180053,N,9.584978,E,53.5,0.106,1.09,0.01,
46140,T,2016/03/26,15:45:23.000,DGPS,44.180053,N,9.584978,E,53.5,0.144,1.12,0.06,
46141,T,2016/03/26,15:45:43.000,DGPS,44.180054,N,9.584977,E,53.5,0.057,1.12,0.08,
46142,T,2016/03/26,15:46:03.000,DGPS,44.180054,N,9.584977,E,53.5,0.030,1.12,0.01,
46143,T,2016/03/26,15:46:23.000,DGPS,44.180054,N,9.584977,E,53.4,0.073,1.12,0.03,
46144,T,2016/03/26,15:46:43.000,DGPS,44.180054,N,9.584978,E,53.4,0.064,1.11,0.04,
46145,T,2016/03/26,15:47:03.000,DGPS,44.180054,N,9.584977,E,53.4,0.071,2.51,0.05,
46146,T,2016/03/26,15:47:23.000,DGPS,44.180054,N,9.584977,E,53.4,0.089,1.11,0.02,
46147,T,2016/03/26,15:47:43.000,DGPS,44.180053,N,9.584978,E,53.3,0.067,1.11,0.14,
46148,T,2016/03/26,15:48:03.000,DGPS,44.180053,N,9.584977,E,53.2,0.074,1.11,0.18,
46149,T,2016/03/26,15:48:23.000,DGPS,44.180052,N,9.584977,E,53.1,0.084,1.11,0.11,
46150,T,2016/03/26,15:48:43.000,DGPS,44.180051,N,9.584976,E,53.0,0.150,1.11,0.20,
46151,T,2016/03/26,15:49:03.000,DGPS,44.180049,N,9.584976,E,53.0,0.093,1.11,0.20,
46152,T,2016/03/26,15:49:23.000,DGPS,44.180047,N,9.584975,E,52.8,0.044,1.11,0.22,
46153,T,2016/03/26,15:49:43.000,DGPS,44.180046,N,9.584973,E,52.8,0.055,1.09,0.20,
46154,T,2016/03/26,15:50:03.000,DGPS,44.180043,N,9.584972,E,52.8,0.144,1.11,0.36,
46155,T,2016/03/26,15:50:23.000,DGPS,44.180041,N,9.584971,E,52.8,0.102,1.11,0.31,
46156,T,2016/03/26,15:50:43.000,DGPS,44.180039,N,9.584971,E,52.7,0.062,2.43,0.23,
46157,T,2016/03/26,15:51:03.000,DGPS,44.180037,N,9.584972,E,52.5,0.077,2.44,0.26,
46158,T,2016/03/26,15:51:23.000,DGPS,44.180036,N,9.584973,E,52.3,0.056,2.45,0.25,
46159,T,2016/03/26,15:51:43.000,DGPS,44.180034,N,9.584973,E,52.3,0.061,2.46,0.23,
46160,T,2016/03/26,15:52:03.000,DGPS,44.180035,N,9.584973,E,52.3,0.156,2.46,0.14,
46161,T,2016/03/26,15:52:23.000,DGPS,44.180037,N,9.584971,E,52.2,0.039,1.10,0.31,
46162,T,2016/03/26,15:52:43.000,DGPS,44.180040,N,9.584971,E,52.1,0.106,2.48,0.29,
46163,T,2016/03/26,15:53:03.000,DGPS,44.180041,N,9.584971,E,52.1,0.086,2.48,0.13,
46164,T,2016/03/26,15:53:23.000,DGPS,44.180041,N,9.584969,E,52.2,0.129,1.10,0.15,
46165,T,2016/03/26,15:53:43.000,DGPS,44.180040,N,9.584964,E,52.3,0.061,1.10,0.39,
46166,T,2016/03/26,15:54:03.000,DGPS,44.180040,N,9.584968,E,52.3,0.044,2.50,0.26,
46167,T,2016/03/26,15:54:23.000,DGPS,44.180038,N,9.584969,E,52.4,0.247,2.51,0.24,
46168,T,2016/03/26,15:54:43.000,DGPS,44.180036,N,9.584970,E,52.4,0.157,2.52,0.22,
46169,T,2016/03/26,15:55:03.000,DGPS,44.180037,N,9.584971,E,52.5,0.064,1.10,0.13,
46170,T,2016/03/26,15:55:23.000,DGPS,44.180037,N,9.584969,E,52.5,0.053,1.10,0.17,
46171,T,2016/03/26,15:55:43.000,DGPS,44.180036,N,9.584968,E,52.7,0.083,1.10,0.24,
46172,T,2016/03/26,15:56:03.000,DGPS,44.180036,N,9.584968,E,52.9,0.049,1.09,0.23,
46173,T,2016/03/26,15:56:23.000,DGPS,44.180037,N,9.584973,E,53.1,0.396,1.09,0.46,
46174,T,2016/03/26,15:56:43.000,DGPS,44.180040,N,9.584977,E,53.3,0.077,1.09,0.53,
46175,T,2016/03/26,15:57:03.000,DGPS,44.180041,N,9.584978,E,53.3,0.189,2.56,0.21,
46176,T,2016/03/26,15:57:23.000,DGPS,44.180043,N,9.584982,E,53.3,0.098,2.57,0.38,
46177,T,2016/03/26,15:57:43.000,DGPS,44.180045,N,9.584986,E,53.4,0.094,2.57,0.35,
46178,T,2016/03/26,15:58:03.000,DGPS,44.180045,N,9.584989,E,53.5,0.019,2.58,0.28,
46179,T,2016/03/26,15:58:23.000,DGPS,44.180044,N,9.584989,E,53.6,0.162,2.58,0.15,
46180,T,2016/03/26,15:58:43.000,DGPS,44.180044,N,9.584988,E,53.5,0.008,2.59,0.10,
46181,T,2016/03/26,15:59:03.000,DGPS,44.180044,N,9.584986,E,53.5,0.088,0.98,0.15,
46182,T,2016/03/26,15:59:23.000,DGPS,44.180045,N,9.584987,E,53.7,0.130,1.09,0.27,
46183,T,2016/03/26,15:59:43.000,DGPS,44.180049,N,9.584991,E,53.7,0.092,1.09,0.42,
46184,T,2016/03/26,16:00:03.000,DGPS,44.180049,N,9.584992,E,53.7,0.126,2.61,0.11,
46185,T,2016/03/26,16:00:23.000,DGPS,44.180048,N,9.584992,E,53.8,0.018,2.62,0.12,
46186,T,2016/03/26,16:00:43.000,DGPS,44.180046,N,9.584993,E,53.7,0.081,1.09,0.15,
46187,T,2016/03/26,16:01:03.000,DGPS,44.180045,N,9.584993,E,53.7,0.054,1.09,0.13,
46188,T,2016/03/26,16:01:23.000,DGPS,44.180044,N,9.584995,E,53.7,0.072,2.63,0.18,
46189,T,2016/03/26,16:01:43.000,DGPS,44.180045,N,9.584996,E,53.8,0.076,2.64,0.16,
46190,T,2016/03/26,16:02:03.000,DGPS,44.180047,N,9.585005,E,53.6,0.077,2.64,0.79,
46191,T,2016/03/26,16:02:23.000,DGPS,44.180047,N,9.585009,E,53.6,0.031,2.65,0.33,
46192,T,2016/03/26,16:02:43.000,DGPS,44.180048,N,9.585013,E,53.5,0.045,2.65,0.34,
46193,T,2016/03/26,16:03:03.000,DGPS,44.180048,N,9.585014,E,53.5,0.058,1.08,0.09,
46194,T,2016/03/26,16:03:23.000,DGPS,44.180050,N,9.585018,E,53.3,0.150,1.08,0.43,
46195,T,2016/03/26,16:03:43.000,DGPS,44.180050,N,9.585022,E,53.3,0.125,2.66,0.29,
46196,T,2016/03/26,16:04:03.000,DGPS,44.180050,N,9.585024,E,53.2,0.038,2.67,0.21,
46197,T,2016/03/26,16:04:23.000,DGPS,44.180050,N,9.585034,E,53.0,0.125,2.67,0.78,
46198,T,2016/03/26,16:04:43.000,DGPS,44.180051,N,9.585037,E,52.8,0.076,2.68,0.35,
46199,T,2016/03/26,16:05:03.000,DGPS,44.180051,N,9.585041,E,52.7,0.084,2.68,0.31,
46200,T,2016/03/26,16:05:23.000,DGPS,44.180051,N,9.585046,E,52.6,0.005,2.68,0.39,
46201,T,2016/03/26,16:05:43.000,DGPS,44.180052,N,9.585049,E,52.5,0.127,2.69,0.29,
46202,T,2016/03/26,16:06:03.000,DGPS,44.180052,N,9.585053,E,52.4,0.029,2.69,0.33,
46203,T,2016/03/26,16:06:23.000,DGPS,44.180052,N,9.585058,E,52.2,0.126,2.69,0.47,
46204,T,2016/03/26,16:06:43.000,DGPS,44.180052,N,9.585058,E,52.3,0.199,1.08,0.06,
46205,T,2016/03/26,16:07:03.000,DGPS,44.180051,N,9.585056,E,52.2,0.079,2.70,0.16,
46206,T,2016/03/26,16:07:23.000,DGPS,44.180053,N,9.585055,E,52.3,0.136,2.70,0.17,
46207,T,2016/03/26,16:07:43.000,DGPS,44.180054,N,9.585054,E,52.2,0.028,2.70,0.17,
46208,T,2016/03/26,16:08:03.000,DGPS,44.180054,N,9.585057,E,52.1,0.052,1.08,0.18,
46209,T,2016/03/26,16:08:23.000,DGPS,44.180054,N,9.585059,E,51.8,0.049,2.70,0.32,
46210,T,2016/03/26,16:08:43.000,DGPS,44.180054,N,9.585059,E,51.5,0.081,1.08,0.29,
46211,T,2016/03/26,16:09:03.000,DGPS,44.180055,N,9.585061,E,51.3,0.083,1.08,0.34,
46212,T,2016/03/26,16:09:23.000,DGPS,44.180056,N,9.585063,E,51.2,0.044,1.08,0.18,
46213,T,2016/03/26,16:09:43.000,DGPS,44.180055,N,9.585062,E,51.3,0.075,1.08,0.14,
46214,T,2016/03/26,16:10:03.000,DGPS,44.180056,N,9.585061,E,51.6,0.028,2.71,0.27,
46215,T,2016/03/26,16:10:23.000,DGPS,44.180055,N,9.585060,E,52.1,0.098,1.08,0.49,
46216,T,2016/03/26,16:10:43.000,DGPS,44.180054,N,9.585060,E,52.4,0.157,1.39,0.31,
46217,T,2016/03/26,16:11:03.000,DGPS,44.180053,N,9.585061,E,52.6,0.044,1.39,0.23,
46218,T,2016/03/26,16:11:23.000,DGPS,44.180053,N,9.585060,E,52.7,0.021,1.39,0.16,
46219,T,2016/03/26,16:11:43.000,DGPS,44.180052,N,9.585059,E,52.7,0.047,1.39,0.11,
46220,T,2016/03/26,16:12:03.000,DGPS,44.180052,N,9.585059,E,52.8,0.039,2.71,0.06,
46221,T,2016/03/26,16:12:23.000,DGPS,44.180051,N,9.585058,E,52.9,0.067,1.39,0.18,
46222,T,2016/03/26,16:12:43.000,DGPS,44.180050,N,9.585057,E,53.1,0.083,1.39,0.24,
46223,T,2016/03/26,16:13:03.000,DGPS,44.180049,N,9.585056,E,53.3,0.150,1.39,0.25,
46224,T,2016/03/26,16:13:23.000,DGPS,44.180049,N,9.585054,E,53.6,0.073,0.98,0.29,
46225,T,2016/03/26,16:13:43.000,DGPS,44.180048,N,9.585052,E,53.6,0.027,1.39,0.24,
46226,T,2016/03/26,16:14:03.000,DGPS,44.180047,N,9.585049,E,53.8,0.059,1.39,0.27,
46227,T,2016/03/26,16:14:23.000,DGPS,44.180046,N,9.585047,E,53.9,0.076,1.39,0.21,
46228,T,2016/03/26,16:14:43.000,DGPS,44.180046,N,9.585046,E,54.0,0.019,1.39,0.20,
46229,T,2016/03/26,16:15:03.000,DGPS,44.180045,N,9.585044,E,54.1,0.068,1.39,0.23,
46230,T,2016/03/26,16:15:23.000,DGPS,44.180044,N,9.585041,E,54.1,0.088,2.69,0.20,
46231,T,2016/03/26,16:15:43.000,DGPS,44.180044,N,9.585037,E,54.1,0.080,2.69,0.38,
46232,T,2016/03/26,16:16:03.000,DGPS,44.180044,N,9.585036,E,54.1,0.058,1.39,0.06,
46233,T,2016/03/26,16:16:23.000,DGPS,44.180043,N,9.585032,E,54.4,0.166,1.39,0.43,
46234,T,2016/03/26,16:16:43.000,DGPS,44.180042,N,9.585030,E,54.4,0.069,0.98,0.22,
46235,T,2016/03/26,16:17:03.000,DGPS,44.180041,N,9.585028,E,54.5,0.061,1.39,0.21,
46236,T,2016/03/26,16:17:23.000,DGPS,44.180040,N,9.585026,E,54.6,0.034,1.39,0.19,
46237,T,2016/03/26,16:17:43.000,DGPS,44.180039,N,9.585025,E,54.7,0.101,1.39,0.18,
46238,T,2016/03/26,16:18:03.000,DGPS,44.180038,N,9.585024,E,54.8,0.103,1.39,0.13,
46239,T,2016/03/26,16:18:23.000,DGPS,44.180037,N,9.585023,E,54.9,0.071,1.39,0.23,
46240,T,2016/03/26,16:18:43.000,DGPS,44.180037,N,9.585023,E,54.8,0.010,0.99,0.07,
46241,T,2016/03/26,16:19:03.000,DGPS,44.180038,N,9.585025,E,54.7,0.068,1.39,0.18,
46242,T,2016/03/26,16:19:23.000,DGPS,44.180037,N,9.585026,E,54.7,0.031,2.64,0.18,
46243,T,2016/03/26,16:19:43.000,DGPS,44.180038,N,9.585026,E,54.6,0.102,2.63,0.08,
46244,T,2016/03/26,16:20:03.000,DGPS,44.180039,N,9.585027,E,54.1,0.235,0.99,0.55,
46245,T,2016/03/26,16:20:23.000,DGPS,44.180039,N,9.585023,E,54.0,0.079,1.39,0.29,
46246,T,2016/03/26,16:20:43.000,DGPS,44.180040,N,9.585020,E,53.9,0.123,1.39,0.32,
46247,T,2016/03/26,16:21:03.000,DGPS,44.180042,N,9.585018,E,53.9,0.124,1.39,0.25,
46248,T,2016/03/26,16:21:23.000,DGPS,44.180043,N,9.585016,E,53.9,0.030,2.60,0.23,
46249,T,2016/03/26,16:21:43.000,DGPS,44.180043,N,9.585014,E,54.0,0.011,2.59,0.17,
46250,T,2016/03/26,16:22:03.000,DGPS,44.180043,N,9.585010,E,54.0,0.136,2.58,0.26,
46251,T,2016/03/26,16:22:23.000,DGPS,44.180043,N,9.585008,E,53.9,0.084,2.92,0.20,
46252,T,2016/03/26,16:22:43.000,DGPS,44.180042,N,9.585005,E,54.0,0.040,2.57,0.26,
46253,T,2016/03/26,16:23:03.000,DGPS,44.180041,N,9.585004,E,54.1,0.051,2.56,0.24,
46254,T,2016/03/26,16:23:23.000,DGPS,44.180040,N,9.585002,E,54.1,0.056,2.55,0.21,
46255,T,2016/03/26,16:23:43.000,DGPS,44.180039,N,9.585000,E,54.1,0.064,2.54,0.13,
46256,T,2016/03/26,16:24:03.000,DGPS,44.180037,N,9.584999,E,54.2,0.043,2.53,0.22,
46257,T,2016/03/26,16:24:23.000,DGPS,44.180036,N,9.584997,E,54.3,0.031,1.39,0.25,
46258,T,2016/03/26,16:24:43.000,DGPS,44.180034,N,9.584994,E,54.4,0.041,1.39,0.26,
46259,T,2016/03/26,16:25:03.000,DGPS,44.180033,N,9.584992,E,54.4,0.093,2.51,0.26,
46260,T,2016/03/26,16:25:23.000,DGPS,44.180031,N,9.584990,E,54.5,0.028,1.39,0.22,
46261,T,2016/03/26,16:25:43.000,DGPS,44.180030,N,9.584988,E,54.5,0.053,1.39,0.24,
46262,T,2016/03/26,16:26:03.000,DGPS,44.180028,N,9.584986,E,54.6,0.035,2.48,0.26,
46263,T,2016/03/26,16:26:23.000,DGPS,44.180027,N,9.584983,E,54.7,0.073,1.39,0.28,
46264,T,2016/03/26,16:26:43.000,DGPS,44.180025,N,9.584980,E,54.7,0.050,1.39,0.33,
46265,T,2016/03/26,16:27:03.000,DGPS,44.180024,N,9.584977,E,54.8,0.087,1.25,0.24,
46266,T,2016/03/26,16:27:23.000,DGPS,44.180023,N,9.584976,E,54.8,0.032,1.25,0.16,
46267,T,2016/03/26,16:27:43.000,DGPS,44.180022,N,9.584975,E,54.8,0.084,1.25,0.13,
46268,T,2016/03/26,16:28:03.000,DGPS,44.180021,N,9.584973,E,54.9,0.053,1.39,0.20,
46269,T,2016/03/26,16:28:23.000,DGPS,44.180020,N,9.584972,E,55.0,0.136,1.42,0.21,
46270,T,2016/03/26,16:28:43.000,DGPS,44.180021,N,9.584972,E,55.0,0.068,1.15,0.08,
46271,T,2016/03/26,16:29:03.000,DGPS,44.180005,N,9.584943,E,54.2,0.583,1.14,2.98,
46272,T,2016/03/26,16:29:23.000,DGPS,44.180002,N,9.584944,E,54.2,0.091,1.15,0.35,
46273,T,2016/03/26,16:29:43.000,DGPS,44.180002,N,9.584943,E,54.1,0.643,1.15,0.08,
46274,T,2016/03/26,16:30:03.000,DGPS,44.179944,N,9.584934,E,50.5,0.014,1.13,7.50,
46275,T,2016/03/26,16:30:23.000,DGPS,44.179713,N,9.585031,E,50.5,5.267,1.13,26.83,
46276,T,2016/03/26,16:30:43.000,DGPS,44.179577,N,9.585040,E,49.9,0.156,1.78,15.11,
46277,T,2016/03/26,16:31:03.000,DGPS,44.179555,N,9.584996,E,48.4,3.177,1.13,4.51,
46278,T,2016/03/26,16:31:23.000,DGPS,44.179489,N,9.584805,E,52.1,2.783,0.95,17.38,
46279,T,2016/03/26,16:31:43.000,DGPS,44.179416,N,9.584823,E,56.9,3.060,1.30,9.55,
46280,T,2016/03/26,16:32:03.000,DGPS,44.179336,N,9.584760,E,60.0,0.171,0.97,10.65,
46281,T,2016/03/26,16:32:23.000,DGPS,44.179214,N,9.584687,E,60.6,4.803,1.18,14.75,
46282,T,2016/03/26,16:32:43.000,DGPS,44.179077,N,9.584495,E,62.1,4.224,1.52,21.67,
46283,T,2016/03/26,16:33:03.000,DGPS,44.178934,N,9.584341,E,61.2,3.425,1.01,20.18,
46284,T,2016/03/26,16:33:23.000,DGPS,44.178854,N,9.584293,E,63.7,2.251,1.18,9.92,
46285,T,2016/03/26,16:33:43.000,DGPS,44.178855,N,9.584247,E,65.3,2.325,1.32,3.98,
46286,T,2016/03/26,16:34:03.000,DGPS,44.178748,N,9.584153,E,64.9,4.452,1.18,14.12,
46287,T,2016/03/26,16:34:23.000,DGPS,44.178646,N,9.583928,E,60.9,4.507,1.31,21.60,
46288,T,2016/03/26,16:34:43.000,DGPS,44.178691,N,9.583769,E,65.3,4.283,2.77,14.30,
46289,T,2016/03/26,16:35:03.000,DGPS,44.178663,N,9.583705,E,66.8,0.137,2.75,6.22,
46290,T,2016/03/26,16:35:23.000,DGPS,44.178612,N,9.583610,E,70.2,3.631,1.19,10.01,
46291,T,2016/03/26,16:35:43.000,DGPS,44.178482,N,9.583498,E,72.2,1.494,1.01,17.16,
46292,T,2016/03/26,16:36:03.000,DGPS,44.178459,N,9.583501,E,72.3,0.136,1.37,2.57,
46293,T,2016/03/26,16:36:23.000,DGPS,44.178459,N,9.583502,E,72.1,0.083,1.13,0.15,
46294,T,2016/03/26,16:36:43.000,DGPS,44.178459,N,9.583503,E,72.0,0.236,1.22,0.15,
46295,T,2016/03/26,16:37:03.000,DGPS,44.178320,N,9.583518,E,69.7,5.658,1.12,15.67,
46296,T,2016/03/26,16:37:23.000,DGPS,44.178050,N,9.583562,E,67.3,5.447,1.49,30.31,
46297,T,2016/03/26,16:37:43.000,DGPS,44.178005,N,9.583571,E,66.1,0.199,1.12,5.21,
46298,T,2016/03/26,16:38:03.000,DGPS,44.178006,N,9.583573,E,65.9,0.020,1.11,0.31,
46299,T,2016/03/26,16:38:23.000,DGPS,44.178005,N,9.583572,E,65.9,0.015,2.08,0.09,
46300,T,2016/03/26,16:38:43.000,DGPS,44.177940,N,9.583679,E,64.0,3.429,1.27,11.37,
46301,T,2016/03/26,16:39:03.000,DGPS,44.177811,N,9.583692,E,62.4,0.164,1.11,14.42,
46302,T,2016/03/26,16:39:23.000,DGPS,44.177766,N,9.583741,E,62.9,2.600,1.11,6.41,
46303,T,2016/03/26,16:39:43.000,DGPS,44.177673,N,9.583850,E,67.9,2.220,1.11,14.41,
46304,T,2016/03/26,16:40:03.000,DGPS,44.177505,N,9.583939,E,68.1,5.002,1.11,20.00,
46305,T,2016/03/26,16:40:23.000,DGPS,44.177352,N,9.584078,E,65.3,3.610,1.11,20.51,
46306,T,2016/03/26,16:40:43.000,DGPS,44.177253,N,9.584186,E,64.9,2.024,1.11,13.99,
46307,T,2016/03/26,16:41:03.000,DGPS,44.177146,N,9.584193,E,66.9,3.345,1.11,12.07,
46308,T,2016/03/26,16:41:23.000,DGPS,44.177104,N,9.584107,E,67.2,1.582,1.11,8.34,
46309,T,2016/03/26,16:41:43.000,DGPS,44.177075,N,9.584097,E,66.8,3.574,1.11,3.34,
46310,T,2016/03/26,16:42:03.000,DGPS,44.176981,N,9.584055,E,63.7,3.279,1.25,11.36,
46311,T,2016/03/26,16:42:23.000,DGPS,44.176831,N,9.584029,E,64.5,2.129,1.10,16.81,
46312,T,2016/03/26,16:42:43.000,DGPS,44.176672,N,9.583965,E,65.6,2.185,1.25,18.47,
46313,T,2016/03/26,16:43:03.000,DGPS,44.176585,N,9.583919,E,70.9,3.613,1.10,11.62,
46314,T,2016/03/26,16:43:23.000,DGPS,44.176424,N,9.583892,E,72.2,2.360,1.25,18.08,
46315,T,2016/03/26,16:43:43.000,DGPS,44.176304,N,9.583952,E,74.7,0.994,1.10,14.41,
46316,T,2016/03/26,16:44:03.000,DGPS,44.176243,N,9.583998,E,76.6,1.221,1.10,7.89,
46317,T,2016/03/26,16:44:23.000,DGPS,44.176244,N,9.584016,E,75.6,0.381,1.11,1.78,
46318,T,2016/03/26,16:44:43.000,DGPS,44.176244,N,9.584017,E,75.6,0.042,1.11,0.10,
46319,T,2016/03/26,16:45:03.000,DGPS,44.176244,N,9.584018,E,75.6,0.062,1.11,0.05,
46320,T,2016/03/26,16:45:23.000,DGPS,44.176244,N,9.584018,E,75.6,0.178,1.11,0.03,
46321,T,2016/03/26,16:45:43.000,DGPS,44.176244,N,9.584020,E,75.6,0.019,1.11,0.15,
46322,T,2016/03/26,16:46:03.000,DGPS,44.176245,N,9.584021,E,75.5,0.024,1.11,0.17,
46323,T,2016/03/26,16:46:23.000,DGPS,44.176245,N,9.584024,E,75.3,0.026,1.11,0.29,
46324,T,2016/03/26,16:46:43.000,DGPS,44.176245,N,9.584024,E,75.1,0.068,1.11,0.22,
46325,T,2016/03/26,16:47:03.000,DGPS,44.176237,N,9.584036,E,73.4,0.124,1.11,2.18,
46326,T,2016/03/26,16:47:23.000,DGPS,44.176236,N,9.584039,E,73.0,0.089,1.10,0.41,
46327,T,2016/03/26,16:47:43.000,DGPS,44.176250,N,9.584029,E,72.7,2.490,1.09,1.71,
46328,T,2016/03/26,16:48:03.000,DGPS,44.176275,N,9.584030,E,72.3,0.063,1.09,2.82,
46329,T,2016/03/26,16:48:23.000,DGPS,44.176275,N,9.584031,E,72.3,2.016,1.10,0.09,
46330,T,2016/03/26,16:48:43.000,DGPS,44.176446,N,9.583990,E,72.4,3.948,1.09,19.27,
46331,T,2016/03/26,16:49:03.000,DGPS,44.176621,N,9.584068,E,72.8,2.262,1.09,20.40,
46332,T,2016/03/26,16:49:23.000,DGPS,44.176822,N,9.584085,E,73.8,3.680,1.09,22.36,
46333,T,2016/03/26,16:49:43.000,DGPS,44.176968,N,9.584110,E,75.2,2.126,1.14,16.46,
46334,T,2016/03/26,16:50:03.000,DGPS,44.177101,N,9.584109,E,76.8,1.564,1.22,14.82,
46335,T,2016/03/26,16:50:23.000,DGPS,44.177119,N,9.584169,E,81.1,4.152,1.22,6.76,
